4,3,2136,68800
4,2,2237,103000
2,1,872,35000
2,2,904,68000
3,1,1068,50500
3,1,1924,106000
3,2,1524,59000
5,3,2729,119900
4,2,1914,142000
2,1,1440,52500
1,1,684,40000
2,1,886,28500
5,2,1670,114900
4,2,1484,50000
4,2,2688,127000
4,2,1378,75000
3,2,1672,122500
4,2,2464,127000
3,1,1008,40252
4,2,2142,80000
6,4,4096,293000
2,1,756,27500
3,2,2710,135000
4,3,3024,146000
3,1,936,51500
3,1,1250,63000
2,1,875,77500
3,1,1566,56300
3,2,1344,37500
3,3,1724,135000
4,4,3990,285000
3,3,3254,199900
2,1,1362,35600
2,1,817,33501
5,3,2890,230000
5,2,2992,99900
5,3,3438,214900
4,2,2040,107000
3,1,870,36500
3,1,2038,230000
3,2,2880,209000
3,2,2962,207000
2,1,856,51000
3,3,1317,89025
5,3,3688,179900
3,2,1744,93000
5,3,2019,171000
4,2,1800,115000
2,1,720,39000
4,1,1087,29125
2,1,1580,36000
3,1,864,60000
4,3,4260,280750
4,1,1052,28480
5,3,2536,155000
4,2,917,33413
2,1,887,41500
3,2,1342,85000
3,2,1496,95000
2,1,980,30000
4,1,1036,35000
4,2,2028,120000
2,1,1350,17650
3,1,1000,17500
3,2,1265,100000
2,1,1386,30150
5,3,2107,205000
4,2,1740,110000
3,2,1775,46590
4,2,1658,109900
3,3,1554,149900
4,2,1920,100500
3,2,3378,242000
6,2,2842,185000
3,1,1759,70000
4,2,1728,75013
4,3,2592,175000
2,1,875,60100
4,2,2932,192000
2,2,1575,105000
4,2,1597,135000
1,1,633,39000
3,1,1934,64700
2,1,1264,48000
6,4,3474,300000
2,1,1340,81000
3,2,1920,117000
3,1,1333,85000
3,2,1188,55000
2,2,1064,30000
4,3,1938,169900
2,1,840,88450
5,5,3861,156100
4,3,1983,115000
3,1,1072,43500
3,2,1152,87000
3,1,1057,60500
5,2,1824,40100
4,3,2028,130000
4,2,2074,95000
2,2,1080,103000
5,3,3846,210000
4,3,1808,134900
4,1,1394,18000
3,2,1692,42500
4,2,2814,127900
3,1,1075,51000
4,3,2154,179697
4,3,1862,152582
4,3,2154,163072
2,1,988,45500
3,1,1716,92500
2,1,768,44000
3,2,3008,204900
3,2,1890,129900
3,1,912,65000
2,2,1617,162500
4,2,2314,124000
4,2,1425,107000
4,2,1666,100000
2,1,1536,93000
2,1,720,31067
3,1,1075,96250
3,2,1578,89000
6,4,4898,372900
2,1,686,20250
3,2,1351,123000
3,1,1017,75100
2,2,1188,109500
3,2,2500,124400
3,1,1075,90000
4,3,2266,225000
3,1,1824,135000
3,2,1738,200000
3,2,1655,115000
2,1,913,41490
2,1,1113,15000
3,1,1155,18500
3,1,960,97000
3,2,1468,11000
4,3,1610,90000
3,2,1334,77000
4,2,1728,110900
3,1,2176,107000
2,1,1051,34900
3,2,2048,164000
4,3,1862,188034
3,1,1224,70500
3,2,1640,170000
4,3,2248,127777
3,2,2457,123500
3,2,2622,112000
2,1,1578,64000
4,4,4778,305000
4,3,1874,138500
2,1,1193,27000
2,1,904,25000
4,4,2931,266500
4,3,3184,248000
2,1,768,46150
4,2,1850,42000
3,1,1484,60000
2,2,1526,115000
3,2,1408,74000
3,3,3058,81809
2,1,1076,34000
4,2,1976,112000
4,3,2450,125000
3,2,1241,78000
5,3,3380,262500
4,3,2749,135000
3,3,2312,110000
4,1,2300,70000
5,2,2957,41800
3,1,1384,30000
3,1,1632,88500
2,1,912,64500
4,2,1964,110000
3,2,2898,166900
2,1,918,52000
3,2,1556,175000
3,1,1072,75000
2,1,1174,23500
4,3,2926,185000
3,2,1736,170000
2,2,1872,105000
4,1,2050,65000
4,2,1518,193500
5,3,2480,174000
4,3,4336,210000
4,1,1270,29000
4,2,1737,65900
5,2,2492,95000
3,1,829,64000
3,2,3720,274500
4,2,2342,120000
5,6,5128,330000
4,2,1440,83900
3,2,1744,105000
4,3,1862,168342
4,2,2208,105000
2,1,849,27000
4,2,2283,140450
3,1,1232,77000
4,3,3512,270000
4,2,1936,90000
4,3,2630,107000
4,2,2014,118000
3,2,2176,121000
3,2,1197,107900
3,2,1131,76500
3,3,1559,144900
5,2,2334,137900
4,2,2496,80000
2,1,1150,20000
3,2,1781,140000
3,1,897,36400
5,2,2176,155000
3,1,897,38000
6,2,2589,250000
4,2,2133,27000
4,3,3834,262450
2,1,1078,88000
3,3,1381,142000
3,2,1939,180150
2,1,1300,57000
4,3,2891,192000
3,2,1120,19000
3,2,1313,153250
4,2,2000,111500
3,2,1321,172000
6,3,3516,270000
2,1,780,61000
3,1,1172,73500
4,2,2014,77000
3,2,2348,177500
3,1,864,85000
4,4,3387,300000
2,1,768,87000
4,3,2142,89900
3,2,1064,93000
3,2,1074,89000
2,1,1206,69000
2,1,1208,79794
4,2,1644,69000
4,3,2576,200000
4,4,4002,223500
3,1,1192,103900
3,3,3644,440000
3,1,2126,50000
3,2,1050,64900
4,2,2216,158500
2,1,1765,75500
4,2,1536,114900
4,4,3073,210000
3,2,1120,101500
3,1,2264,159900
5,3,2312,159900
4,3,3224,165000
3,1,1760,45151
5,2,2112,90000
4,2,2040,179900
3,2,2116,38000
4,2,2174,45000
2,1,2094,149000
2,1,1422,79000
4,3,2111,155000
4,2,1924,93500
1,1,426,20750
3,2,3105,162000
3,2,1722,89000
3,2,2160,134900
5,3,2480,102709
2,1,864,32000
4,2,1788,167500
3,2,1717,87000
2,1,1422,23500
2,2,1600,118000
5,3,4382,295000
2,1,1849,33000
3,3,1538,132000
3,3,2762,177000
2,1,912,26000
3,3,1729,164500
3,2,2135,63000
5,3,2662,185000
3,1,1216,42000
3,2,2030,135000
2,1,1124,115000
3,1,1148,55000
4,1,1776,86000
4,2,2342,219900
3,3,2256,154900
2,1,2091,53000
4,3,2239,177500
5,3,2508,167900
4,1,1471,70158
4,3,2258,189500
2,1,1792,41000
3,3,1751,285000
2,1,1594,35000
4,2,1851,81000
2,1,864,65000
3,2,2300,88000
2,1,1146,64000
3,1,1225,94900
3,2,3600,269900
4,1,1688,129900
3,3,2270,129000
3,2,3322,250000
3,2,1144,165000
4,2,1640,82000
3,2,1685,192900
2,1,924,30000
4,2,3138,223500
3,2,1555,164900
4,2,1788,110000
4,3,2137,168667
2,2,1146,112000
3,2,1648,34500
2,1,1362,14500
3,2,1586,109900
4,2,1800,112500
4,3,4832,379500
3,2,1017,91500
2,1,1258,72000
4,2,2187,149000
4,3,2971,231000
5,3,2150,138000
4,2,2184,135550
3,2,2776,129900
4,3,2240,97000
3,2,1581,130000
3,2,1104,85000
3,2,1943,205000
3,1,1544,90000
4,4,2920,178000
5,2,2206,145000
3,1,904,77500
5,3,2894,192500
2,2,1396,105000
3,2,1110,32800
3,2,1937,205900
6,3,2896,185000
3,2,2267,200000
2,1,818,70900
3,1,1440,95000
2,1,644,41000
5,3,3988,335000
3,1,864,48000
4,2,1768,139000
6,3,3112,166000
1,1,746,35000
2,1,960,63000
3,2,1064,95000
3,1,1130,63000
3,1,864,70000
4,4,3715,341500
4,2,1296,72528
3,2,2664,122873
3,3,2313,165000
3,1,1560,60750
4,2,1548,112000
4,3,2188,176500
2,1,1604,126000
3,2,1342,40000
3,1,1800,103000
3,3,1350,115100
4,1,1182,22500
4,2,2388,95000
4,2,1544,116000
5,3,2448,137000
3,2,1560,46000
4,3,2157,212300
4,3,1620,128500
3,2,1500,170000
3,2,1342,107900
4,3,2138,61000
3,1,1064,40000
5,3,2214,177100
3,2,1104,55000
2,1,728,65000
4,2,1596,45500
4,3,4989,315000
4,3,2688,145000
1,1,905,24000
2,1,896,21000
1,0,1193,33000
3,2,1536,28000
4,3,2576,182739
4,3,2090,139500
5,3,3752,187000
2,1,1037,45901
2,1,1210,37000
6,3,2240,124900
3,1,1040,89900
3,2,1472,65000
1,1,560,16000
3,1,1140,47000
3,2,1215,98000
3,1,1182,83000
5,3,2920,345000
3,3,2042,171900
2,1,1282,113333
4,3,2300,150000
2,1,834,75000
4,2,1976,140000
2,1,2294,72000
5,3,2240,134000
2,1,917,59000
2,2,1584,123000
3,2,3520,130000
2,2,1380,34000
2,1,777,50000
4,3,2109,165000
3,2,3920,289500
4,3,4392,500000
4,2,1690,145500
3,3,1995,94900
3,3,2410,87000
3,2,1420,167550
5,3,2334,107000
4,2,1824,40000
3,2,1166,42000
5,3,2112,155000
2,1,1500,87500
3,2,3678,292000
2,1,913,92500
3,2,3440,207000
3,2,3404,250000
3,2,2136,101000
3,1,1291,74000
4,2,1583,116000
3,3,2160,150000
5,4,3150,204000
4,3,2356,240000
4,2,1912,136500
6,2,3111,222000
4,3,2138,204000
2,1,1795,61250
4,3,1872,112500
3,2,1206,86700
5,2,1965,121500
3,2,1638,132900
4,3,2886,171000
4,2,2052,63401
3,3,1560,152000
3,1,1024,84000
3,2,1600,66000
3,3,1865,150000
3,2,1611,193600
4,2,2244,164900
4,3,3635,417900
3,3,2828,185000
3,2,1792,95000
2,2,1912,83001
4,2,2750,120500
3,2,1680,55000
3,2,1331,177000
4,3,1872,141000
3,2,2144,127000
3,2,1200,70000
3,2,1305,67120
3,2,1555,84000
3,2,1105,128000
3,2,1848,39000
3,1,1399,86000
4,3,2786,165500
5,2,2112,122000
2,1,1251,56556
4,2,2188,87000
3,1,1282,80000
3,2,1050,73000
2,1,676,26000
3,2,1331,162000
6,4,3370,249500
3,3,2170,153000
4,3,2420,139900
4,3,2064,134000
4,2,2783,124900
4,2,2285,128000
2,2,1432,98000
4,1,1562,46100
1,1,472,47500
3,3,1974,120000
4,5,5747,500000
3,2,1624,41000
4,1,1242,68000
3,2,2604,92401
3,2,3480,248500
4,2,1733,132500
2,1,1058,74900
4,3,3202,313000
4,2,2119,57000
4,1,1600,87500
1,1,820,34000
3,1,1632,70700
2,2,2129,172000
2,1,902,37000
4,3,4234,319900
2,1,816,96900
2,2,1624,143000
2,1,644,67000
3,2,2304,145000
2,1,693,60000
5,5,3628,224900
3,2,1840,85100
3,2,1166,121120
3,1,1474,50000
3,1,1652,96000
3,2,1446,115000
3,1,2232,137500
5,2,2168,68000
4,1,1000,48300
5,3,3540,257499
2,2,1868,210000
5,3,3676,260000
4,3,1400,140000
3,2,1584,130000
3,2,2637,138100
4,2,2403,150000
4,2,1570,115000
3,2,1401,128900
3,1,960,89000
5,4,3709,235000
2,1,1656,24000
3,2,1426,112700
3,2,3505,224900
3,1,1976,46500
3,2,1848,119000
3,2,1264,116500
4,3,2664,205000
5,4,3222,264900
3,2,1396,170000
4,2,1826,138000
4,3,2144,225000
2,1,2208,77000
5,3,1920,123000
4,3,3290,252000
1,2,1012,50167
3,2,1806,114900
3,2,1584,47000
3,1,1306,83400
3,2,1520,123000
2,1,1260,38500
2,3,1478,137000
3,2,2622,127500
2,1,1332,32500
5,3,3505,289900
3,2,1325,75000
3,2,2462,129000
2,1,816,30000
4,2,4132,142000
3,1,1536,34000
2,1,875,61000
2,1,936,42000
4,2,1652,108900
3,1,1730,69000
2,1,725,45000
4,2,2632,90100
2,1,840,58000
3,2,1352,130000
5,3,3344,250000
3,1,1847,100000
3,1,1503,41301
3,2,1703,249000
2,1,1763,79900
3,2,1856,129900
3,1,1176,90000
3,2,1568,79700
2,1,856,58000
4,4,4884,285000
4,2,1540,34000
3,1,1632,76900
2,2,1107,130000
3,2,1300,125000
2,2,1162,30000
5,3,2740,181000
3,1,912,79900
2,1,1110,38400
4,3,1973,140000
2,1,1512,32200
3,2,1712,143500
3,1,1996,99900
3,2,1794,180000
2,1,733,64500
3,1,1044,32900
4,2,2044,93000
3,2,1364,116500
3,2,1501,134900
4,3,1862,165026
3,2,1440,90000
3,3,1660,94500
5,3,2022,160700
3,1,1280,107500
3,2,1120,89500
3,2,1080,60500
5,3,2621,149950
4,4,5262,234800
3,2,2385,120000
2,2,1080,103000
2,1,960,66900
2,1,960,90000
3,2,2540,145000
3,2,1856,142000
2,1,1073,46600
4,2,1899,62500
3,1,925,115000
3,2,3560,279900
3,1,1105,90000
3,1,1820,50000
3,3,1522,63500
4,2,2256,138500
3,1,1140,21000
3,2,3638,226940
1,2,2357,48000
4,2,1962,115000
4,3,2439,139000
4,2,1380,95000
3,1,1175,58980
4,3,2884,205000
3,3,2202,90300
3,1,1155,40500
3,1,925,53500
3,1,1614,66000
2,1,925,27000
3,3,1800,280000
3,2,1365,149700
4,2,1544,75000
2,1,1492,119900
3,1,2081,55000
3,2,1652,98000
4,2,3274,245575
3,2,1824,102000
3,2,4076,260116
3,2,1536,108000
3,2,1232,110000
2,1,1280,85000
4,2,1551,77750
2,1,607,49500
2,2,1810,82900
4,3,2516,109900
5,2,2326,93501
2,1,1370,16000
4,3,2828,194500
3,2,996,80000
4,2,2260,142000
3,2,2680,144500
4,3,1957,110000
5,3,2621,145000
3,1,1252,25000
2,1,881,16500
4,2,1731,118000
4,2,1920,113000
4,4,3840,260000
4,2,1872,119000
3,1,1175,77900
3,2,1291,105000
3,1,1856,167450
4,2,3080,131000
4,3,1647,158500
2,1,772,24000
3,4,6030,415000
2,1,1268,100000
3,1,1935,30000
3,1,992,40000
3,2,2400,121000
3,2,1968,250000
2,1,1280,50000
2,1,2102,65000
2,1,1489,39900
4,3,1872,160000
3,1,1248,125000
4,2,1552,89900
5,3,3057,231500
3,2,1856,119900
3,3,3755,226000
3,2,2364,195000
3,1,1281,62510
3,1,1177,89900
1,1,482,17500
4,2,1637,132000
3,2,1578,227000
3,1,1545,74500
4,2,2540,119000
4,4,4728,295000
2,1,768,41000
3,1,1207,81000
3,1,792,22500
4,2,4069,240650
3,2,1440,97500
2,1,1086,58000
4,2,2126,124000
4,3,2188,162900
2,1,1316,59000
2,1,1214,80000
3,2,1560,103900
2,1,1006,96000
4,1,1680,107900
5,2,2632,150000
3,1,1375,80000
4,1,1493,67599
3,1,2244,72900
4,3,2694,151500
3,2,1820,80000
3,2,1200,54410
3,2,1581,132000
4,1,1728,106170
3,2,1512,40050
3,2,1472,83000
3,3,2240,105000
4,3,2457,175000
2,2,1332,82000
2,1,1517,75000
3,2,4004,260000
3,2,2208,127000
2,2,1331,131000
4,2,1752,86000
3,1,960,52000
3,1,1291,65000
3,3,3876,273750
3,2,3472,189000
2,1,1056,50000
4,2,1917,189000
6,3,3310,116600
3,2,2460,142500
5,2,2120,130000
1,1,654,13000
4,2,1583,75000
4,2,1920,126900
4,2,1838,120000
2,1,1352,87600
3,2,1080,113900
3,1,1664,48000
2,1,660,20000
2,2,1388,46750
4,4,2904,190000
4,2,1849,154900
3,3,1772,119000
3,2,1488,133500
5,2,2189,101600
3,2,2029,231000
3,2,1652,85000
5,2,1920,117500
4,2,2908,181000
2,1,1036,84900
3,2,1835,135500
3,2,1225,108500
3,2,2016,70000
4,3,3019,192000
5,3,3496,324000
3,1,1133,60000
1,2,1723,33000
4,3,2714,173500
4,3,4462,364500
4,2,1898,24500
5,2,2352,159900
3,1,912,90000
4,2,2688,183500
4,2,1440,119900
2,1,1520,47000
3,3,2739,164500
2,1,1338,42500
3,2,2608,118000
3,2,1020,91500
1,1,912,18500
2,1,936,55000
2,1,936,20000
2,2,1674,65000
4,2,1920,115000
4,2,2112,90000
3,1,864,30000
2,1,896,137000
3,1,1522,75000
4,2,2412,184000
3,2,1398,87500
3,2,1386,72000
3,2,1792,184000
3,2,1862,115000
3,2,1724,154000
4,3,2154,188000
4,3,2762,180000
4,4,2597,175000
4,2,1559,118000
4,3,2814,179000
4,3,2800,160000
2,1,804,82000
4,2,2352,160000
3,2,2144,117000
4,3,2448,158000
4,3,2420,122000
2,2,1449,111000
5,2,1776,127500
3,2,1082,50000
3,2,1568,102000
4,2,4298,252000
4,3,2188,180000
2,1,754,63500
2,1,672,64000
3,1,1460,56100
3,1,1535,103000
3,2,2130,118000
2,1,856,65000
3,2,1092,103000
4,2,1900,124000
3,2,3393,180000
3,1,1800,74900
5,2,2188,137900
3,2,2040,179900
3,2,2138,129000
4,4,3648,225000
4,3,2795,299000
2,1,776,31000
2,1,760,17500
5,2,2854,114900
3,3,1898,174500
5,3,2279,186000
2,1,1332,38580
4,3,2495,179900
4,2,2018,155000
3,2,1331,156500
3,2,3407,227000
2,1,1392,57000
2,1,1258,46950
4,3,2036,129000
2,1,702,49000
3,2,1536,76500
3,4,3282,259000
3,1,1398,45000
3,2,2490,98500
2,1,1676,65000
3,2,1442,99000
5,3,3123,181700
3,2,3040,156500
3,3,2409,124000
2,2,1434,136900
3,2,1750,106300
3,1,1056,65000
2,2,1080,87500
3,2,1620,120000
3,1,1716,60599
3,1,1536,71921
3,2,1088,89000
3,2,1344,48500
2,1,1094,80000
3,1,2104,39000
4,3,2988,205000
3,2,1937,218000
3,4,3168,341000
2,1,1422,89900
3,2,1159,29000
3,1,960,98500
2,2,1630,115000
2,1,952,10500
3,2,1513,66500
4,2,1551,74000
3,1,936,105000
4,2,1984,70000
2,1,914,30000
3,2,2240,205900
2,1,649,25500
4,2,2384,74900
2,1,1518,16500
3,3,3362,270000
3,3,1271,122900
3,1,1235,125000
3,2,1300,116900
2,1,1664,67500
2,1,920,37000
2,1,913,80110
2,2,944,36000
3,1,1866,36000
3,3,2044,78500
3,2,1131,70000
3,2,2080,120000
3,1,1600,114900
3,3,2039,139500
3,2,1392,99500
3,2,2780,147500
3,3,2558,248000
3,2,1601,30100
4,2,1920,119000
4,2,2194,98500
4,2,1821,41025
3,2,2123,50000
4,3,2100,145000
5,3,2941,183000
2,1,1188,135000
4,3,2633,127500
5,3,2480,148000
2,1,1812,94000
2,2,1088,55000
2,1,1080,89000
4,3,3670,225000
3,2,1348,141900
5,4,3200,290000
3,2,1998,102900
3,2,1896,63125
4,2,2072,145000
4,2,1421,47000
2,1,1668,78000
2,1,1902,89900
5,3,2706,226000
2,1,888,25000
3,2,1787,88381
3,2,1508,143200
1,1,588,25000
3,1,1296,36000
4,3,2188,194500
4,1,1648,86000
3,2,1000,99000
7,5,5008,191000
2,1,1184,24900
2,1,876,89900
3,3,3904,188500
3,2,2128,95000
2,1,1260,102000
2,2,1411,62375
4,2,1748,130150
4,2,1820,112000
4,2,1349,110000
4,2,1632,126400
5,3,2224,189000
3,1,1392,36000
3,1,912,72500
3,2,1318,133000
3,1,925,83000
3,2,1473,165000
2,1,837,56000
4,2,1800,113450
2,1,816,38100
4,3,2691,204000
3,1,1766,75900
5,2,2550,129900
5,3,3795,279000
4,1,1156,46000
2,1,1496,47000
4,3,2814,195000
2,1,1000,26550
5,3,2240,175500
3,2,3542,240000
3,4,2424,142500
2,1,1054,32500
2,1,1675,56000
4,2,1824,82000
4,3,2015,149000
2,1,1260,53000
2,1,1260,94900
5,2,1583,101000
2,1,824,35000
3,2,1369,185450
3,1,1075,85000
3,3,2642,238000
4,2,1925,109500
3,2,2802,140000
3,1,2176,81000
2,1,980,97900
3,1,2672,59900
3,2,1161,84000
2,1,966,29107
2,2,2004,71000
3,1,1712,54900
4,2,2277,115000
3,2,1462,112000
2,2,1776,48000
